SERVICE_NAME,SERVICE_CODE,DESCRIPTION,REQUESTED_DATETIME,ADDRESS,LATITUDE,LONGITUDE
"""Dead animal""","""DAPUB1""","""DEAD CAT""",2014-04-22T11:16:00Z,"""3334 BEVIS AV - GJ1905435155 """,39.1380481695848,-84.4655045169127
"""Dead animal""","""DAPUB1""","""WEDNESDAY, 04/23/14, at 7:11 a.m., a dead opossum on Werk Road near corner of Werk Road & Dunaway.  Nearest address is 2901 Werk Road (Westwood, 45211).  Please remove, and thanks.""",2014-04-23T08:09:00Z,"""2901 WERK RD, CINC - GJ0783735097""",39.1402781813035,-84.5951914013389
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL ON COLERAIN NEAR WEST FORK""",2014-04-22T08:15:00Z,"""4439 COLERAIN AV - GJ1141738015 """,39.1656832751321,-84.5529044189631
"""Dead animal""","""DAPUB1""","""DEAD DEER AT THE CURB""",2014-04-22T08:49:00Z,"""1810 QUEBEC RD - GJ0995532881 """,39.1198139964055,-84.5714006271477
"""Dead animal""","""DAPUB1""","""DEAD DEER ON THE SIDEWALK""",2014-05-27T09:53:00Z,"""COVEDALE AV & RAPID RUN RD - GJ0692831756 """,39.1104079397918,-84.606727910877
"""Dead animal""","""DAPUB1""","""dead deer across from this address """,2014-04-22T16:06:00Z,"""1915 QUEBEC RD - GJ1008233060 """,39.1213929009764,-84.5698781911759
"""Dead animal""","""DAPUB1""","""dead deer outside of the fence about 200 ft south of Covedale on Rapid Run""",2014-05-27T08:18:00Z,"""4500 FOLEY RD - GJ0686631089 """,39.1044205713005,-84.6076448337865
"""Dead animal""","""DAPUB1""","""There is a dead cat in the grass area between the street and sidewalk at 1865 Madison.""",2014-05-25T13:45:00Z,"""1865 MADISON RD, CINC - GJ1875534219""",39.1296934111104,-84.4692554119933
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-04-22T17:07:00Z,"""CARMALT ST & BIGELOW ST""",39.1170834417264,-84.5082425346864
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-04-22T15:04:00Z,"""4479 COLERAIN AV, CINC - GJ1127138117""",39.1666429164733,-84.5545447305518
"""Dead animal""","""DAPUB1""","""there is a dead dog 70 lbs at the curb""",2014-05-27T10:58:00Z,"""3976 DICKSON AV - GJ1662937476 """,39.1595472731393,-84.4927986339061
"""Dead animal""","""DAPUB1""","""dead animal in a bag at the curb """,2014-06-09T08:14:00Z,"""1920 DEXTER AV - GJ1890334703 """,39.1340119945849,-84.4673946050279
"""Dead animal""","""DAPUB1""","""DEAD DOG AT THE CURB""",2014-05-27T10:23:00Z,"""2912 WESTKNOLLS LN - GJ0954434913 """,39.1382096811847,-84.5755220446321
"""Dead animal""","""DAPUB1""","""dead cat in front of 2715 Alms Street""",2014-07-10T16:13:00Z,"""2715 ALMS PL, CINC - GJ1744034144""",39.1293514674974,-84.4844747513484
"""Dead animal""","""DAPUB1""","""DEAD CAT IN WHITE TRASH BAG""",2014-07-11T08:45:00Z,"""247 IVANHOE AV - GJ0008531848 """,39.1128354166979,-84.6857861197057
"""Dead animal""","""DAPUB1""","""intersection of glenway in purcell in middle of road  THANK YOU""",2014-05-27T07:43:00Z,"""GLENWAY AV & PURCELL AV""",39.1133901520987,-84.5638611731275
"""Dead animal""","""DAPUB1""","""DEAD RACOON NEAR THE HOUSE IN THE STREET """,2014-06-09T11:36:00Z,"""3445 VINE ST - GJ1512535661 """,39.1435830272298,-84.5107664061561
"""Dead animal""","""DAPUB1""","""DEAD RACCOON""",2014-05-27T08:01:00Z,"""1261 MICHIGAN AV - GJ2105334745 """,39.133846412379,-84.4425264901542
"""Dead animal""","""DAPUB1""","""Dead cat in fornt of the corner can""",2014-06-09T08:41:00Z,"""1330 WILLIAM H TAFT RD - GJ1771533941 """,39.1274491212435,-84.481374656237
"""Dead animal""","""DAPUB1""","""DEAD RACCOON ON BROOKLINE IN GRASSY AREA NEAR THE CURB""",2014-06-13T08:51:00Z,"""3495 BROOKLINE AV - GJ1462635882 """,39.1456948335631,-84.5164662877313
"""Dead animal""","""DAPUB1""","""squirrel in street near curb""",2014-06-09T16:53:00Z,"""3507 MIDDLETON AV - GJ1410835894 """,39.145925708249,-84.5224474718389
"""Dead animal""","""DAPUB1""","""dead cat in road""",2014-05-27T09:47:00Z,"""3276 MONTANA AV - GJ0651336073 """,39.1493737698714,-84.6102094785416
"""Dead animal""","""DAPUB1""","""dead animal in 2181 block of grand avenue  THANK YOU""",2014-05-27T07:45:00Z,"""2181 GRAND AV, CINC - GJ1142533260""",39.122870620592,-84.5542778098465
"""Dead animal""","""DAPUB1""","""Hi We have a dead possum which is currently double bagged and in our trash can. It would be good it it could be removed before trash day on Friday due to the odor.""",2014-05-27T09:40:00Z,"""4336 LANGLAND ST, CINC - GJ1275038203""",39.1670550961058,-84.5374072714148
"""Dead animal""","""DAPUB1""","""DEAD RACCOON AT THE CURB""",2014-06-09T14:32:00Z,"""5414 FOX RD - GJ0925940624 """,39.1896877397226,-84.5770533834221
"""Dead animal""","""DAPUB1""","""dead deer/ please call 513-591-8534 when on the way""",2014-06-09T13:13:00Z,"""2511 BEEKMAN ST - GJ1222834104 """,39.130273177396,-84.5447407746381
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-07-11T07:46:00Z,"""2051 HIGHLAND AV, CINC - GJ1578633029""",39.119725448875,-84.503956846787
"""Dead animal""","""DAPUB1""","""There is a dead raccoon on the sidewalk near the intersection of old McMillan & Fairview Ave. It is along the fence associated with 2473 Fairview Ave""",2014-06-09T13:17:00Z,"""FAIRVIEW AV & OLD MCMILLAN ST""",39.1283128323815,-84.525311782409
"""Dead animal""","""DAPUB1""","""DEAD DEER ON HAMILTON NEAR BRUCE""",2014-07-11T08:29:00Z,"""BRUCE AV & HAMILTON AV - GJ1238738240 """,39.1674672225675,-84.5416140044055
"""Dead animal""","""DAPUB1""","""dead animal in the street at mchenry and balitmore""",2014-06-09T10:19:00Z,"""BALTIMORE AV & MCHENRY AV - GJ1068536218 """,39.1496794705065,-84.5619250055242
"""Dead animal""","""DAPUB1""","""There is a large, dead snake on the sidewalk in front of 2468 Fairview Ave""",2014-06-09T13:20:00Z,"""2468 FAIRVIEW AV, CINC - GJ1380633841""",39.1275218206928,-84.5265724565861
"""Dead animal""","""DAPUB1""","""dead squirrel right hand lane toward chickasaw""",2014-06-13T10:00:00Z,"""WARNER ST & ROHS ST - GJ1425033557 """,39.1248522136695,-84.5215487654423
"""Dead animal""","""DAPUB1""","""there is a dead ground hog in the street just over the curb""",2014-07-09T08:11:00Z,"""3856 ISABELLA AV - GJ2189636465 """,39.1491204125554,-84.4322229782434
"""Dead animal""","""DAPUB1""","""dead cat near the uhaul station at the corner on the sidewalknear Forest and Wholper """,2014-06-09T16:05:00Z,"""1 FOREST AV - GJ1508636343 """,39.1497306616315,-84.5110057369245
"""Dead animal""","""DAPUB1""","""DEAD CAT ON THE SIDEWALK""",2014-07-09T07:46:00Z,"""3739 BROTHERTON RD - GJ2367237013 """,39.1535914123363,-84.411507191341
"""Dead animal""","""DAPUB1""","""possum dead near curb across from this house """,2014-07-08T16:47:00Z,"""2954 PINERIDGE AV - GJ2165434602 """,39.1324045958492,-84.4356318252345
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-06-13T11:58:00Z,"""BALTIMORE AV & ST LEO PL""",39.1343947073857,-84.5567373619042
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-07-09T09:40:00Z,"""5023 WINNESTE AV, CINC - GJ1487739858""",39.1814368819502,-84.512280144005
"""Dead animal""","""DAPUB1""","""DEAD CAT ON HARRISON""",2014-06-13T08:40:00Z,"""HARRISON AV & DEBRECK AV - GJ0877535274 """,39.141641797707,-84.584295606763
"""Dead animal""","""DAPUB1""","""DEAD RACCOON ON SIDEWALK""",2014-06-13T11:21:00Z,"""3980 WINDING WY - GJ1813136958 """,39.1545110005247,-84.4755978529138
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-06-12T15:58:00Z,"""2998 SPRINGER AV, CINC - GJ2209734984""",39.135743863248,-84.4303743365313
"""Dead animal""","""DAPUB1""","""DEAD CAT IN FRONT OF DRIVEWAY""",2014-07-09T07:33:00Z,"""6511 HEDGE AV - GJ2414240721 """,39.1868565131552,-84.4048498444302
"""Dead animal""","""DAPUB1""","""two dead possums in the street in front of 224 Stanley""",2014-07-09T15:09:00Z,"""224 STANLEY AV, CINC - GJ2142332532""",39.1138360537013,-84.4389703524821
"""Dead animal""","""DAPUB1""","""possum in the lane headed west on calhoun in front of clifton""",2014-06-13T10:02:00Z,"""CALHOUN ST & CLIFTON AV - GJ1444833965 """,39.1284783807817,-84.5191283791461
"""Dead animal""","""DAPUB1""","""smashed animal in the middle of the street about 30 yards north of this address.""",2014-07-09T11:58:00Z,"""4736 KIRBY AV, CINC - GJ1145639318""",39.1774092086991,-84.5520296532995
"""Dead animal""","""DAPUB1""","""DEAD CAT IN FRONT DISTRICT 3""",2014-07-09T09:55:00Z,"""3201 WARSAW AV - GJ1068831766 """,39.1095996196843,-84.5632740605537
"""Dead animal""","""DAPUB1""","""There is a dead cat on in the street right against the curb in front of this house.""",2014-07-02T08:56:00Z,"""722 MCMAKIN AV, CINC - GJ1446938857""",39.1725143374891,-84.5173240485369
"""Dead animal""","""DAPUB1""","""DEAD RACOON IN THE STREET""",2016-10-13T09:39:00Z,"""971 ELBERON AV, CINC - GJ1047731752 """,39.1095233070541,-84.5657076736142
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL ON W 8TH NEAR HARRIS""",2014-07-10T12:26:00Z,"""W 8TH ST & HARRIS AV""",39.1067478745352,-84.5805333051817
"""Dead animal""","""DAPUB1""","""just after considine and glenway intersection  THANK YOU""",2014-07-10T07:54:00Z,"""GLENWAY AV & CONSIDINE AV""",39.113322827323,-84.5627064244179
"""Dead animal""","""DAPUB1""","""dead cat middle of the street in front of this address""",2014-07-10T12:20:00Z,"""3738 ISABELLA AV - GJ2187936059 """,39.1454623055204,-84.4325562346299
"""Dead animal""","""DAPUB1""","""There is a dead opossum in the road on or about 3326 Glenmore Avenue.""",2014-07-10T08:07:00Z,"""3326 GLENMORE AV, CINC - GJ0630435898""",39.1478511131509,-84.6126856303722
"""Dead animal""","""DAPUB1""","""dead raccoon in the middle of the street in front of this address""",2014-07-09T10:45:00Z,"""2522 LIDDELL ST - GJ1219134083 """,39.1300897285856,-84.5451762057268
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN MIDDLE OF ROAD AT TOP OF QUEBEC AT GLENWAY""",2014-07-10T12:21:00Z,"""QUEBEC RD & GLENWAY AV""",39.1139406953314,-84.575937506279
"""Dead animal""","""DAPUB1""","""possum dead/curb in front of this home""",2014-07-10T11:01:00Z,"""1245 MCKEONE AV - GJ0864932323 """,39.1151021452768,-84.5866572918979
"""Dead animal""","""DAPUB1""","""DEAD RACCOON IN STREET""",2014-07-10T09:37:00Z,"""1601 DANA AV - GJ1828336062 """,39.1464069536138,-84.4741286534496
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-07-09T17:44:00Z,"""2217 SALVADOR ST, CINC - GJ2605230546""",39.0947727082129,-84.3861452262096
"""Dead animal""","""DAPUB1""","""DEAD RACCOON IN STREET""",2014-07-10T13:11:00Z,"""126 GLENWOOD AV - GJ1589136869 """,39.1542696850905,-84.5015201638555
"""Dead animal""","""DAPUB1""","""THERE IS A DEAD CAT BTWN 5053 AND 5054 WINNESTE//WHITE CAT ON THE CURB""",2014-07-09T10:14:00Z,"""5031 WINNESTE AV - GJ1486939873 """,39.1815640595756,-84.512389646472
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN MIDDLE OF THE STREET""",2014-07-09T14:13:00Z,"""3854 W 8TH ST - GJ0938031420 """,39.1067982068151,-84.5784938259974
"""Dead animal""","""DAPUB1""","""there will be a dead dog in a sheet """,2014-07-08T10:31:00Z,"""3628 FOREST PARK DR - GJ1606136271 """,39.1488405307877,-84.4997502098807
"""Dead animal""","""DAPUB1""","""dead fawn on the crub in front of this location""",2014-06-24T11:21:00Z,"""1229 E ROOKWOOD DR - GJ2077634631 """,39.1328939958156,-84.4457689459084
"""Dead animal""","""DAPUB1""","""In the middle of edwards.  Its Mothers day and many children walking down to square please remove asap""",2014-05-11T11:21:00Z,"""1308 EDWARDS RD, CINC - GJ2097834925""",39.1354945074375,-84.4433266514564
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-05-06T12:16:00Z,"""2911 EDEN AV, CINC - GJ1555934514""",39.1331536675543,-84.5060991428789
"""Dead animal""","""DAPUB1""","""dead racoon """,2014-05-06T11:06:00Z,"""1998 HARRISON AV - GJ1055834301 """,39.1324478854151,-84.5639797670434
"""Dead animal""","""DAPUB1""","""THERE IS A BABY KITTEN IN THE STREET """,2014-07-10T14:04:00Z,"""ALMS PL & YALE AV - GJ1749334056 """,39.1285401858352,-84.4838982753743
"""Dead animal""","""DAPUB1""","""DEAD RACCOON ON SETON BETWEEN VINCIENT & ST LAWERENCE""",2014-05-09T08:56:00Z,"""SETON AV & ST LAWRENCE AV - GJ0953731805 """,39.1102275189952,-84.5765540973947
"""Dead animal""","""DAPUB1""","""dead dog in road""",2014-05-09T15:18:00Z,"""3630 W 8TH ST - GJ0990831377 """,39.1062838309541,-84.5724051235973
"""Dead animal""","""DAPUB1""","""DEAD CAT IN MIDDLE OF THE STREET""",2014-05-09T09:50:00Z,"""861 LEXINGTON AV - GJ1715435956 """,39.1457302500181,-84.4872154359072
"""Dead animal""","""DAPUB1""","""dead cat in bag on sidewalk""",2014-05-09T16:34:00Z,"""1713 PULTE ST - GJ1167834742 """,39.1361514460652,-84.5508996014687
"""Dead animal""","""DAPUB1""","""dead bird at the tip of the driveway""",2014-06-24T10:55:00Z,"""1634 CALIFORNIA AV - GJ1859539385 """,39.1762400303579,-84.4694448361768
"""Dead animal""","""DAPUB1""","""there is a dead racoon in the street at 204 harrison""",2014-05-06T10:21:00Z,"""2004 HARRISON AV - GJ1054234311 """,39.1325462475748,-84.5641624937986
"""Dead animal""","""DAPUB1""","""dead possum on seton between st lawrence & VINCENT""",2014-05-09T13:40:00Z,"""SETON AV & ST LAWRENCE AV""",39.1102275189952,-84.5765540973947
"""Dead animal""","""DAPUB1""","""dead cat in the street """,2016-10-13T08:39:00Z,"""3512 BOUDINOT AV, CINC - GJ0714736464 """,39.1527443868661,-84.602758680594
"""Dead animal""","""DAPUB1""","""DEAD DOG  BY OHIO STEPS""",2014-04-18T14:30:00Z,"""27 W CLIFTON AV - GJ1454932900 """,39.1188641461484,-84.5182988474814
"""Dead animal""","""DAPUB1""","""DEAD CAT IN THE ROADWAY ON DORCHESTER AV @ BURNET AV """,2014-04-18T09:36:00Z,"""DORCHESTER AV & BURNET AV - GJ1588132826 """,39.1178676199807,-84.5029203030847
"""Dead animal""","""DAPUB1""","""Dead animal in the curb across from the church.""",2014-05-06T11:43:00Z,"""6208 RED BANK RD, CINC - GJ2389440393""",39.1839736816565,-84.4078134395659
"""Dead animal""","""DAPUB1""","""A large rabbit hit by a car,in the street.""",2014-04-18T08:19:00Z,"""2351 ELBERON AV, CINC - GJ1141030750""",39.1002840087188,-84.5552325215077
"""Dead animal""","""DAPUB1""","""DEAD RACCOON ON KIRBY RIGHT DOWN FROM SUN VALLEY APT""",2014-05-27T14:36:00Z,"""5419 KIRBY AV - GJ1026040833 """,39.1913265973637,-84.5654024685257
"""Dead animal""","""DAPUB1""","""Dead animal in city trash cart""",2014-05-07T09:47:00Z,"""6926 PALMETTO ST - GJ2671836858 """,39.1514111460308,-84.3763500828114
"""Dead animal""","""DAPUB1""","""Dead deer""",2014-05-06T18:10:00Z,"""1133 DELTA AV, CINC - GJ2234134608""",39.1322926674057,-84.4276808305609
"""Dead animal""","""DAPUB1""","""in the 1673 block of state avenue in middle of road  THANK YOU""",2014-05-28T08:14:00Z,"""1673 STATE AV, CINC - GJ1197532630""",39.1170694450281,-84.5481185780741
"""Dead animal""","""DAPUB1""","""DEAD RACCON ON CURB""",2014-04-18T08:20:00Z,"""3946 MARBURG AV - GJ2284736564 """,39.1497649332445,-84.4212011537148
"""Dead animal""","""DAPUB1""","""DEAD DEER""",2014-04-18T09:43:00Z,"""288 OAKMONT ST - GJ1873142774 """,39.2067168240572,-84.4667835687722
"""Dead animal""","""DAPUB1""","""DEAD CAT ON NORWOOD LATERAL WB RIGHT BEFORE READING RD EXIT(BLACK & WHITE )""",2014-04-17T15:45:00Z,"""101 NORWOOD LATERAL WB - GJ1887038538 """,39.1685419415334,-84.4665443150723
"""Dead animal""","""DAPUB1""","""DEAD DEER IN THE ROADWAY""",2014-05-07T09:29:00Z,"""4760 RED BANK RD - GJ2437437477 """,39.1575886079564,-84.403241877011
"""Dead animal""","""DAPUB1""","""dead deer in the grassy area """,2014-04-21T09:03:00Z,"""4500 FOLEY RD - GJ0686631089 """,39.1044205713005,-84.6076448337865
"""Dead animal""","""DAPUB1""","""DEAD DOG AT DIST. 3  POLICE STATION""",2014-04-21T07:29:00Z,"""3201 WARSAW AV - GJ1068831766 """,39.1095996196843,-84.5632740605537
"""Dead animal""","""DAPUB1""","""Transfer: 04/22/2014 9:26 AM/DCOTTRELLdead oppossum in road - Request entered through the Web. Refer to Intake Questions for further description.""",2014-04-19T14:27:00Z,"""6262 SAVANNAH AV, CINC - GJ1125442442""",39.2055819098885,-84.5533892368087
"""Dead animal""","""DAPUB1""","""dead deer (baby) in bag  at the curb""",2014-05-28T10:38:00Z,"""5281 PONCE LN - GJ0660133600 """,39.1270861956008,-84.6099355704138
"""Dead animal""","""DAPUB1""","""there is a dead animal in the street near the yellow lines near 3194 werk""",2014-04-18T11:19:00Z,"""3194 WERK RD - GJ0671435140 """,39.1409272124995,-84.6081714342413
"""Dead animal""","""DAPUB1""","""dead oppossum in road by the curb, in front of Mikes Bergers by phone pole""",2014-07-29T12:59:00Z,"""3528 BLUE ROCK RD - GJ0738942910 """,39.2107191825954,-84.5979811032374
"""Dead animal""","""DAPUB1""","""Large dead opossum in front of my driveway""",2014-04-19T07:57:00Z,"""6258 SAVANNAH AV, CINC - GJ1125742427""",39.2054396732694,-84.5533568394553
"""Dead animal""","""DAPUB1""","""THERE IS A DEAD DOG GOING UP THE STEPS TOWARD MCMILLAN IN THE GRASSY AREA """,2014-04-18T14:03:00Z,"""OHIO AV & W MCMILLAN ST - GJ1482933870 """,39.1275246280058,-84.514753471397
"""Dead animal""","""DAPUB1""","""dead raccoon already bagged on curb.""",2014-04-20T11:48:00Z,"""4334 VIRGINIA AV, CINC - GJ1181338343""",39.1685455675294,-84.5482110379936
"""Dead animal""","""DAPUB1""","""DEAD DEER ON SIDE OF QUEBEC RD ON RIGHT IF COMING FROM FGLENWAY  NEAR 2020 QUEBEC""",2014-04-21T17:26:00Z,"""2020 QUEBEC RD, CINC - GJ1023533036""",39.1211416881119,-84.5681044230786
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2014-05-28T12:26:00Z,"""3068 PORTSMOUTH AV, CINC - GJ2208035863""",39.1436574487117,-84.4302812703386
"""Dead animal""","""DAPUB1""","""raccoon in driveway""",2014-07-18T11:56:00Z,"""2759 WERKASTLE LN - GJ0802335214 """,39.1412760133545,-84.5930134053931
"""Dead animal""","""DAPUB1""","""dead possum almost in front of 1247 Beech that is about 10 ft away""",2014-05-28T10:57:00Z,"""1247 BEECH AV - GJ0945432418 """,39.1157612985463,-84.5773309090799
"""Dead animal""","""DAPUB1""","""2 dead dogs on the curb""",2014-05-28T07:32:00Z,"""1804 KNOX ST - GJ1136633998 """,39.1295305409233,-84.5547438837011
"""Dead animal""","""DAPUB1""","""dead cat in the grass """,2014-04-21T08:07:00Z,"""1341 MYRTLE AV - GJ1775534102 """,39.1288886606634,-84.4808651604807
"""Dead animal""","""DAPUB1""","""on curb heading up the hill from delhi.  THANK YOU""",2014-08-11T07:51:00Z,"""363 FAIRBANKS AV, CINC - GJ0991030194""",39.0956382118389,-84.572747070198
"""Dead animal""","""DAPUB1""","""DEAD RACCOON AT THE CURB BY THE NO PARKING SIGN""",2014-07-18T10:58:00Z,"""2705 PRESTON ST - GJ1751634107 """,39.128995370957,-84.4836184580434
"""Dead animal""","""DAPUB1""","""DEAD DOG """,2014-08-14T13:52:00Z,"""754 SUMMIT AV - GJ1107731213 """,39.104518994322,-84.5589410322532
"""Dead animal""","""DAPUB1""","""raccoon in middle of road at intersection  THANK YOU""",2014-07-30T07:51:00Z,"""ERKENBRECHER AV & DURY AV""",39.1422306937078,-84.5057586072831
"""Dead animal""","""DAPUB1""","""Dead black dog on the side of apartment building on the side where fence is, ,next to 2543 hansford pl dont know the building address""",2014-07-29T17:08:00Z,"""2543 HANSFORD PL, CINC - GJ1015734337""",39.1328706548167,-84.5686116072258
"""Dead animal""","""DAPUB1""","""DOWN THE HILL ON FLORENCE """,2014-07-29T11:21:00Z,"""FLORENCE AV & GILBERT AV - GJ1686733566 """,39.1242856838723,-84.4912916965559
"""Dead animal""","""DAPUB1""","""dead dog in road, on Hamilton North Bend and the fire house ladder 51.""",2014-08-08T15:44:00Z,"""HAMILTON AV & W NORTH BEND RD - GJ1175642173 """,39.2030270669516,-84.5476810082039
"""Dead animal""","""DAPUB1""","""DEAD RACOON CURB  LANE E.BOUND""",2014-07-29T13:02:00Z,"""5488 RIVER RD - GJ0262430217 """,39.0975593568035,-84.6569278024509
"""Dead animal""","""DAPUB1""","""DEAD CAT ON SIDEWALK ACROSS MT ECHO PARK""",2014-07-17T16:25:00Z,"""370 ELBERON AV - GJ1059630319 """,39.0965904994147,-84.564788685759
"""Dead animal""","""DAPUB1""","""There is a dead racoon in the road about 100 feet south of the entrance of River Bend Apts.""",2014-07-18T09:52:00Z,"""167 ANDERSON FERRY RD, CINC - GJ0607028609""",39.0822871374396,-84.6175884753689
"""Dead animal""","""DAPUB1""","""In the 326 block of Fairbanks, Oppossum dead on top of sewer grate.  THANK YOU""",2014-07-30T07:50:00Z,"""326 FAIRBANKS AV, CINC - GJ0989630049""",39.0943300790977,-84.5729481862167
"""Dead animal""","""DAPUB1""","""Dead dog on the side of apartment building""",2014-07-29T17:13:00Z,"""2547 HANSFORD PL, CINC - GJ1015534355""",39.1330380329563,-84.5686200577051
"""Dead animal""","""DAPUB1""","""THERE IS A DEAD BIRD UNDER A TREE NEAR THE TOWNHOMES ON THE SIDEWALK""",2014-07-18T08:51:00Z,"""GARFIELD PL & ELM ST - GJ1470131258 """,39.1040471531917,-84.5170630175474
"""Dead animal""","""DAPUB1""","""near the intersection of price and fairbanks if heading down fairbanks towards bassett  THANK YOU""",2014-07-21T07:57:00Z,"""PRICE AV & FAIRBANKS AV""",39.1073363093393,-84.5686820002882
"""Dead animal""","""DAPUB1""","""there is a dead squirrel in our driveway. please remove it thank you.""",2014-08-09T11:28:00Z,"""3225 OBSERVATORY AV, CINC - GJ2252435077""",39.1364746319263,-84.42540462263
"""Dead animal""","""DAPUB1""","""Dead baby deer in my backyard""",2014-08-10T17:58:00Z,"""1827 MEARS AV, CINC - GJ2603729730""",39.0874301968299,-84.3865897421532
"""Dead animal""","""DAPUB1""","""northbound on side of road  THANK YOU""",2014-08-11T07:52:00Z,"""816 FAIRBANKS AV, CINC - GJ1024731430""",39.1066837903159,-84.5684654116256
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN TRASH CAN""",2014-07-21T11:01:00Z,"""2137 BALTIMORE AV - GJ1067035602 """,39.144136401005,-84.5622844053562
"""Dead animal""","""DAPUB1""","""dead raccoon in street near the curb""",2014-07-21T09:26:00Z,"""2167 WERON LN - GJ1070736043 """,39.1480957814679,-84.561716310829
"""Dead animal""","""DAPUB1""","""dead deer south of this address moved near a fire hydrant off sidewlk across from sm's school""",2014-07-21T09:30:00Z,"""6558 CORBLY ST - GJ2684030634 """,39.0953549424264,-84.3770118953772
"""Dead animal""","""DAPUB1""","""in the 1800 block of rapid run between sunset lane and rutledge a dead animal in middle of road.  THANK YOU""",2014-07-21T07:54:00Z,"""SUNSET LN & SUNSET AV""",39.1265494145904,-84.5777730080442
"""Dead animal""","""DAPUB1""","""dead animal near center line on McMillan between clemmer and ravine""",2014-07-20T01:05:00Z,"""CLEMMER AV & W MCMILLAN ST""",39.1291540773734,-84.5284036853744
"""Dead animal""","""DAPUB1""","""DEAD DOG IN GREEN TRASH BAG AT THE CURB""",2014-07-21T09:32:00Z,"""613 KINGS RUN DR - GJ1463239607 """,39.1792218119942,-84.515215988567
"""Dead animal""","""DAPUB1""","""Dead animal in the road between Drexel and Blair""",2014-07-21T07:55:00Z,"""863 BLAIR AV, CINC - GJ1692935402""",39.1408054539334,-84.4899751134877
"""Dead animal""","""DAPUB1""","""dead animal on the double yellow in front of this house cant tell what type of animal it was""",2014-07-21T08:39:00Z,"""1023 SETON AV - GJ0952031896 """,39.1110537112923,-84.5767335979959
"""Dead animal""","""DAPUB1""","""DEAD GROUND HOG IN MIDDLE OF THE STREET""",2014-08-11T08:26:00Z,"""224 IRWIN PL - GJ1568136212 """,39.1483990599527,-84.5041640428981
"""Dead animal""","""DAPUB1""","""DEAD GROUND HOG IN THE STREET""",2014-08-11T07:46:00Z,"""565 HALE AV - GJ1650035304 """,39.1400218412061,-84.4949818325364
"""Dead animal""","""DAPUB1""","""Just past intersection heading east. Thank you""",2014-08-15T09:32:00Z,"""FAIRBANKS AV & RIVER RD""",39.0882568252629,-84.5690090911596
"""Dead animal""","""DAPUB1""","""DEAD CAT AT THE CORNER OF SETON & ST LAWRENCE""",2014-08-11T07:50:00Z,"""SETON AV & ST LAWRENCE AV - GJ0953731805 """,39.1102275189952,-84.5765540973947
"""Dead animal""","""DAPUB1""","""dead raccoon in the street on Montana side.""",2014-07-21T09:37:00Z,"""MONTANA AV & CRAIG AV - GJ0695236023 """,39.148823163112,-84.6051456414083
"""Dead animal""","""DAPUB1""","""there is a dead racoon a foot away from the curb""",2014-08-11T08:27:00Z,"""216 MONITOR AV - FJ9983932018 """,39.1144196809852,-84.6885746454114
"""Dead animal""","""DAPUB1""","""dead dog man placed in a plastic yard  bag on the curb it died in the yard""",2014-07-21T08:55:00Z,"""1651 CALIFORNIA AV - GJ1870439337 """,39.1757832932111,-84.4682006413384
"""Dead animal""","""DAPUB1""","""DEAD DEER IN BIKE LANE NEAR WW PUMPS""",2014-07-22T08:44:00Z,"""2726 RIVERSIDE DR - GJ1997833487 """,39.1227963528012,-84.4553685126285
"""Dead animal""","""DAPUB1""","""dead cat white and black on right curb near this address""",2014-08-15T14:50:00Z,"""5875 RENEE CT - GJ1024242188 """,39.2035379328646,-84.5651896928672
"""Dead animal""","""DAPUB1""","""DEAD DEER ATTHE CURB""",2014-08-11T14:48:00Z,"""3756 VINE ST - GJ1541536674 """,39.1526299340166,-84.5070923352998
"""Dead animal""","""DAPUB1""","""DEAD CAT IN STREET""",2014-08-15T16:20:00Z,"""1729 E MCMILLAN ST - GJ1834633629 """,39.1244823455739,-84.4741760337201
"""Dead animal""","""DAPUB1""","""pER 882, COLLECTED DEAD RACCOON FROM THE ROW""",2014-07-21T12:27:00Z,"""5684 COLERAIN AV - GJ0927541459 """,39.1971987097204,-84.5766119088146
"""Dead animal""","""DAPUB1""","""what do i do with a live ground hog if i catch one?   my dog got into it with a groundhog and there are 5 in our area. we have a live trap out   what do we do with one if when we catch it?""",2014-07-21T15:36:00Z,"""3238 HARVEST AV, CINC - GJ2233440582""",39.186068538987,-84.4257967429409
